timestamp,tweet_text,username,all_hashtags,location,followers_count,retweet_count,favorite_count 
2021-06-05 12:06:57,b'Join us for the 2021 #8weeksofsummer blogging challenge starting MONDAY! #edchat #SatChat #ETCoaches #edtech  #PD4uandme https://t.co/PR9VCIbRNZ via @pen63',b'Pen63',"['8weeksofsummer', 'edchat', 'SatChat', 'ETCoaches', 'edtech', 'PD4uandme']",Georgia,3167,0,1
2021-06-05 12:03:27,b'Which #edtech professional organizations do you belong to? #edchat #ETCoaches https://t.co/SXvfv9OCEF',b'Pen63',"['edtech', 'edchat', 'ETCoaches']",Georgia,3167,0,0
2021-06-05 12:02:47,b'This year was challenging for leaders. Blog post \xe2\x80\x9cAre you ready to throw in the towel\xe2\x80\x9d shares how learned lessons from this year can help us move forward.  https://t.co/fQ8xTAzhKP  #satchat #Edugladiators #CrazyPLN #PD4uandme #leadupchat #leadlap #edchat #leadership https://t.co/6zWD3IzyWs',b'clegleiter',"['satchat', 'Edugladiators', 'CrazyPLN', 'PD4uandme', 'leadupchat', 'leadlap', 'edchat', 'leadership']","Overland Park, KS",5891,2,6
2021-06-05 12:01:23,b'This small East Coast district saw impressive gains in student achievement when they adopted a new curriculum. #EdChat https://t.co/djdR8rRaeU',b'RuralEdVoices',['EdChat'],Rural America,80,1,4
2021-06-05 12:01:07,"b'CPD makes a huge difference to how edtech is used in schools. When investing in new school technology, training and CPD should be a key consideration over the lifetime of the product. \xf0\x9f\x92\xa1  Find out more: https://t.co/aJsssrWRYl   #edchat #ukedchat #teacherCPD https://t.co/RaqFvxba5F'",b'ElementaryAV',"['edchat', 'ukedchat', 'teacherCPD']",UK,1124,0,1
2021-06-05 12:00:59,b'Attention parents!  #NYSCATE and @NYSEDNews  Parents as Partners Webinar Series each Wednesday at 7 p.m.  See the full schedule and sessions here: https://t.co/SnZVokSt4i  Please share! #edchat https://t.co/xJ0upWMInV',b'NYSCATE',"['NYSCATE', 'edchat']","New York, USA",6107,1,1
2021-06-05 12:00:03,"b""We're always looking for new ideas. What #edtech tool would you like to see in your classroom? #edchat #edtech #HomeSchool #homeschooling #edtechchat #teaching #socialenterprise #Edinburgh #school https://t.co/cgW7Nh8XKA""",b'oodlu_tweets',"['edtech', 'edchat', 'edtech', 'HomeSchool', 'homeschooling', 'edtechchat', 'teaching', 'socialenterprise', 'Edinburgh', 'school']",,587,1,0
2021-06-05 12:00:02,"b""Today's the day! Thrilled to be hosting the #CrazyPLN chat this morning. After this past year, we're due for discussing all things self-care.   \xf0\x9f\x8c\x9f Join us at 10AM EST with your morning cup of coffee (or perhaps your second cup). \xf0\x9f\x8c\x9f  Hope to see you there!  #selfcare #edchat https://t.co/0b5iHKVv6o""",b'jcqpollard',"['CrazyPLN', 'selfcare', 'edchat']",Ohio,274,1,2
2021-06-05 12:00:00,"b'""Don\'t finish this school year without engaging in your own reflection,"" writes @brightmorningtm. ""And offer those you lead, coach, and supervise the opportunity to reflect and identify their learnings.""  Emerging Stronger: https://t.co/2q0exrzF9K #satchat #edchat https://t.co/ztaOpnmT0S'",b'ELmagazine',"['satchat', 'edchat']","Alexandria, VA (D.C. area)",44044,10,31
2021-06-05 11:59:00,"b'Look up to join our @TwitterSpaces session going LIVE NOW as part of the amazing #k20innovates conference for educators - listen, learn, contribute &amp; grow with me and tag your PLN #edchat #edtech https://t.co/JtPhbEz1h6'",b'mrkempnz',"['k20innovates', 'edchat', 'edtech']",Singapore and Globally!,45592,0,1
2021-06-05 11:53:53,"b'How Technology, Market Disruption, and e-Learning are Shaping the Future of Our Workforce https://t.co/kzDVFulaCG via @edtechdigest #edtech #satchat #edchat #highered'",b'edvaldez8888',"['edtech', 'satchat', 'edchat', 'highered']","Austin, Texas",21313,1,0
2021-06-05 11:49:35,b'Scheduling Blog Posts in WordPress #edtech #edchat https://t.co/aMpRvOKVTb',b'eduappsandmore',"['edtech', 'edchat']","Oxford, MS",1782,0,0
2021-06-05 11:49:00,"b'My #k20innovates @TwitterSpaces session kicks off in 10min - I hope you will join me to listen, learn, contribute &amp; grow ... @VritiSaraf @JenWilliamsEdu @SethiDeClercq @Sean4d @PRCGASKELL @Mark_Quinn @Rdene915 @naomi_toland @Techbradwaid @clos_gm @howardstribbell #edchat #edtech https://t.co/wOUBBRwu3A'",b'mrkempnz',"['k20innovates', 'edchat', 'edtech']",Singapore and Globally!,45592,1,2
2021-06-05 11:46:32,"b""DrDoug's NetNuggets #edchat #cpchat @miriclifford @ERobbPrincipa @Volcoucou @EdSurge @Petranek @ZoeCorbyn @guardian @pettet50 @Shi4Tech @jblefevre60 @Brain_Craft @PaolaKassa @AlysonRKlein @Ross_Quintana @inkonthepad https://t.co/E5h41i89cc https://t.co/dwQqCBkR0V""",b'drdouggreen',"['edchat', 'cpchat']","Endicott, New York",5928,0,1
2021-06-05 11:41:46,"b""How We Punish Mistakes / Three-Headed Crisis / Your Kids on Mars: DrDoug's NetNuggets #edchat #cpchat https://t.co/E5h41i89cc https://t.co/V1tnheMVlm""",b'drdouggreen',"['edchat', 'cpchat']","Endicott, New York",5928,4,1
2021-06-05 11:35:45,"b""I'm interested to find out if anyone has done any of these Career Certifications through Google? Thoughts?  #HigherEd #EdChat #GoogleCertification  https://t.co/IwIiHCaTv7 https://t.co/IwIiHCaTv7""",b'ITLC_Lilly',"['HigherEd', 'EdChat', 'GoogleCertification']","Chapel Hill, NC",690,0,0
2021-06-05 11:35:00,b'@edutopia A CIO\xe2\x80\x99s Strategies for Humanizing Data https://t.co/V3p5HZsh1K #ASCDL2L #edchat #educhat #edreform #edadmin #edleadership #ASCDgr #edpolicy #edtech #edutech #K12 #highered https://t.co/ipzHHfApaU',b'WalterinDC',"['ASCDL2L', 'edchat', 'educhat', 'edreform', 'edadmin', 'edleadership', 'ASCDgr', 'edpolicy', 'edtech', 'edutech', 'K12', 'highered']",Washington DC,3121,1,1
2021-06-05 11:34:32,"b'Check out \xe2\x81\xa6@SouthportCoLab\xe2\x81\xa9 Courses, Events, &amp; Resources #satchat #atchat #edchat  https://t.co/ZvSPF107qN'",b'iplante',"['satchat', 'atchat', 'edchat']",Southwestern Connecticut,10567,0,0
2021-06-05 11:30:01,b'#Numberella is here to help keep your students engaged!    \xf0\x9f\x91\x8d  #behaviour #edchat #eal #fun  #growth #homeschooling2021 #k12 #learn #math #mathschat #motivation #saturdaymotivation #socialemotionallearning #STEM #teaching @KochCotton   &gt;&gt;&gt; https://t.co/kU7KJBH41N https://t.co/Stf54WFZfa',b'_JinGenie',"['Numberella', 'behaviour', 'edchat', 'eal', 'fun', 'growth', 'homeschooling2021', 'k12', 'learn', 'math', 'mathschat', 'motivation', 'saturdaymotivation', 'socialemotionallearning', 'STEM', 'teaching']",Probabilium ,20,2,1
2021-06-05 11:25:06,b'#Numberella is just a math tool... its a teaching tool!    \xf0\x9f\x8d\x89  #classroom #eal #edchat #edutwitter #giving  #growth #homeschooling2021 #iteachmath #k12 #saturdaymorning #STEM #teacherhugradio @GreggYonemori   &gt;&gt;&gt; https://t.co/JXJAKGjOlK https://t.co/TsMGK5ygfT',b'RonnieResist',"['Numberella', 'classroom', 'eal', 'edchat', 'edutwitter', 'giving', 'growth', 'homeschooling2021', 'iteachmath', 'k12', 'saturdaymorning', 'STEM', 'teacherhugradio']",,6,2,0
2021-06-05 11:22:22,"b""I've learned so much in my first two years using #LEGO bricks in the #classroom, but there needs to be more #STEAM and hands on learning written and shown for #ELA classes. #LEGOEducation pairs beautifully with ELA  as much as math or Science. #edchat #STEM""",b'Corries_Corner_',"['LEGO', 'classroom', 'STEAM', 'ELA', 'LEGOEducation', 'edchat', 'STEM']",,283,1,2
2021-06-05 11:20:51,b'Edujargon   Read more at https://t.co/40RNPIGIKe #edchat https://t.co/AeO8wBpz2d',b'curriculumblog',['edchat'],"Fayetteville, Arkansas ",17800,0,0
2021-06-05 11:20:49,b'Think I may have just found my new leadership mantra.  Leaders who practice patience allow themselves to:  \xe2\x80\xa2 Look back and be grateful  \xe2\x80\xa2 Look ahead and be hopeful  \xe2\x80\xa2 Look around and be helpful  #satchat #edchat #leadupchat https://t.co/D6WyoJ7eb2',b'schug_dennis',"['satchat', 'edchat', 'leadupchat']","New York, USA",10665,0,10
2021-06-05 11:20:00,b'#Numberella is more than maths!   \xf0\x9f\xa5\xa5   #blendedlearning #classroom #craftycafe #edchat #eal #fun    #gifted  #growth #homeschooling2021 #k12 #math #saturdayfeeling #STEM #sendvoices #switchoffsaturday @jdierlam   &gt;&gt;&gt; https://t.co/3H0btPjdZl https://t.co/MytrilTrmo',b'numberellaworld',"['Numberella', 'blendedlearning', 'classroom', 'craftycafe', 'edchat', 'eal', 'fun', 'gifted', 'growth', 'homeschooling2021', 'k12', 'math', 'saturdayfeeling', 'STEM', 'sendvoices', 'switchoffsaturday']","London, England",469,0,0
2021-06-05 11:19:27,b'Reflection From Pandemic School Year  1. What should every learner receive during the 1st 4 weeks in August?   2. How will staff create trauma-informed classrooms?   3. What are the needs of learners and how can we structure schools to meet those needs? #edchat',b'curriculumblog',['edchat'],"Fayetteville, Arkansas ",17800,4,7
2021-06-05 11:15:06,b'Watch below to find out just how flexible #Numberella ecosystem really is.    \xf0\x9f\x8d\x89  #blendedlearning #edchat #edutwitter #gamification  #growth  #growthmindset #homeschooling2021 #k12 #learn   #maths #saturdayvibes #STEM #teaching @ryanfrazier_chs   &gt;&gt;&gt; https://t.co/vAuH1KqSt5 https://t.co/xM7AQhURO2',b'harry_hijack',"['Numberella', 'blendedlearning', 'edchat', 'edutwitter', 'gamification', 'growth', 'growthmindset', 'homeschooling2021', 'k12', 'learn', 'maths', 'saturdayvibes', 'STEM', 'teaching']",Probabilium,19,0,0
2021-06-05 11:10:10,"b'#Numberella is more than a game, its a tool!    \xf0\x9f\x8d\x8f  #buildingbetterbrains #classroom #connect #edchat #eal #edutwitter #fluency #fun  #growth #homeschooling2021 #k12 #saturdaymotivation #STEM @MrsDavidsonHPI   &gt;&gt;&gt; https://t.co/9YPQzfNk2t https://t.co/YVXkWAXe6v'",b'aflnewberry3',"['Numberella', 'buildingbetterbrains', 'classroom', 'connect', 'edchat', 'eal', 'edutwitter', 'fluency', 'fun', 'growth', 'homeschooling2021', 'k12', 'saturdaymotivation', 'STEM']","London, England",146,0,0
2021-06-05 11:05:09,b'What subjects are covered by #Numberella? Find out here!   \xf0\x9f\x8d\x89   #edchat #edutwitter #fluency  #growth #home #homeschooling2021 #k12 #learnathome #motivation #Numberellaworld #online #saturdaymorning #STEM @AmyHeavin   &gt;&gt;&gt; https://t.co/CqIn0nFNLl https://t.co/zwaDoIsXuJ',b'aflnewberry',"['Numberella', 'edchat', 'edutwitter', 'fluency', 'growth', 'home', 'homeschooling2021', 'k12', 'learnathome', 'motivation', 'Numberellaworld', 'online', 'saturdaymorning', 'STEM']",London,2949,0,1
2021-06-05 11:00:10,b'Check out Blog-o-witz Daily #edchat https://t.co/r7Q3iAwTXx',b'JodiMos',['edchat'],,2112,0,0
2021-06-05 11:00:01,"b'Want to know more about US university admissions? Read our blog. The Blog of Knowledge provides insights about testing, essays, and application strategy.  https://t.co/hjj33mTbAv  #usuninews #edchat #applyingtocollege'",b'AListEduUK',"['usuninews', 'edchat', 'applyingtocollege']","St. James, London",315,0,0
2021-06-05 11:00:00,"b'Join me in 1 hour as part of the amazing #k20innovates @TwitterSpaces conference for educators - listen, learn, contribute &amp; grow with me as we discuss the changing face of education &amp; the power of being connected- join me soon! @VritiSaraf @JenWilliamsEdu #edchat #edtech https://t.co/lqVZcL2Wiu'",b'mrkempnz',"['k20innovates', 'edchat', 'edtech']",Singapore and Globally!,45592,3,11
2021-06-05 10:49:19,"b'Random Name Selector, a Great Way to Include Everyone #edtech #edchat https://t.co/uV8Saxe37U'",b'eduappsandmore',"['edtech', 'edchat']","Oxford, MS",1782,0,0
2021-06-05 10:38:57,b'Dr. Jean &amp; Friends Blog: TIME TO SAY GOOD-BYE AND AFRICAN VILLAGE SONG https://t.co/CEADdFu4pX #kinderchat #edchat #preK #1stchat #education #TeacherFriends https://t.co/lZ6JpV6Ce4',b'drjeansongs',"['kinderchat', 'edchat', 'preK', '1stchat', 'education', 'TeacherFriends']","Charleston, SC",2799,0,0
2021-06-05 10:38:00,b'Just a little bit of inspiration for the day!   #ukedchat  #nqtchat #aqascience #aussieED #edchat https://t.co/5YC9g4w2dJ',b'teacherchalky1',"['ukedchat', 'nqtchat', 'aqascience', 'aussieED', 'edchat']",,5309,0,3
2021-06-05 10:31:00,"b'I4C: Rags to Riches (Differentiating Sentences, Run-ons, and Fragments). Identify each sentence as complete, run-on, or a fragment. https://t.co/O6ous0t3v5 #edchat #4thchat #5thchat #6thchat #ela https://t.co/FbwW4EHMbs'",b'internet4classr',"['edchat', '4thchat', '5thchat', '6thchat', 'ela']","Memphis, TN",6967,0,0
2021-06-05 10:18:35,b'Thank you to everyone who uses our videos and has subscribed to our channel \xe2\x9a\xa1\xef\xb8\x8f  We are loving every minute \xf0\x9f\x92\x99  Plenty more to come \xf0\x9f\xa4\xa9  #edufis #remotelearning #edchat #primaryteacher #primaryschool #achieve #exercise #exercisemotivation #fitnessmotivation #fitnessjourney https://t.co/AxYfnZ3mlz',b'tanziitv',"['edufis', 'remotelearning', 'edchat', 'primaryteacher', 'primaryschool', 'achieve', 'exercise', 'exercisemotivation', 'fitnessmotivation', 'fitnessjourney']",,102,0,1
2021-06-05 10:05:32,b'Did you know that the growth of the EdTech market size is predicted to reach $388 billion by 2026? https://t.co/NydoHdu5M1)  #edtech #education #elearning #edchat #stem #learning #teaching #onlinelearning #teachers #school #students #classroom #technology https://t.co/OHyt8AF1kJ',b'tekdinet',"['edtech', 'education', 'elearning', 'edchat', 'stem', 'learning', 'teaching', 'onlinelearning', 'teachers', 'school', 'students', 'classroom', 'technology']",,224,2,0
2021-06-05 09:56:21,b'Product Review: CoDrone Programmable Drone by @robolinkinc #edtech #edchat https://t.co/PjZV3YvFk9',b'eduappsandmore',"['edtech', 'edchat']","Oxford, MS",1782,0,0
2021-06-05 09:41:01,b'TI: 25 Summer Learning Activities for Kids. https://t.co/365tGbAygD #edtech #edchat #elemchat #kchat #kinderchat #1stchat #2ndchat #3rdchat #4thchat #5thchat https://t.co/Fn2iDIiDc9',b'teacheridea',"['edtech', 'edchat', 'elemchat', 'kchat', 'kinderchat', '1stchat', '2ndchat', '3rdchat', '4thchat', '5thchat']",,2050,1,1
2021-06-05 09:31:42,"b""Check out this story: 2 million real-life photos were turned into AI cities that don't exist.  #ArtificialIntelligence #MachineLearning #edchat #csed    https://t.co/UVFeKeWWBR""",b'skrish2017',"['ArtificialIntelligence', 'MachineLearning', 'edchat', 'csed']","Aberdeen, Scotland",988,0,0
2021-06-05 09:31:00,b'Have you noticed that your male students are reluctant readers? Look at the these four ideas to consider. https://t.co/i2mNoIZDHL #engchat #elachat #edchat',b'kennycmckee',"['engchat', 'elachat', 'edchat']","Asheville, NC",5413,1,2
2021-06-05 09:30:00,"b""YESTERDAY'S POST Mundanisation: When old teapots are more interesting than ancient battles https://t.co/lTOoUdvFzA #aussieED #ukedchat #edchat #education #edreform""",b'greg_ashman',"['aussieED', 'ukedchat', 'edchat', 'education', 'edreform']","Ballarat, Victoria",16820,1,2
2021-06-05 09:29:00,"b""INFO: Author's Purpose Quiz. Online quiz, includes self checking. https://t.co/48fNKaqBPi #edtech #edchat #5thchat #langarts #ela #engchat #langarts #ela #reading #literature https://t.co/dHHSCpQDpm""",b'internet4classr',"['edtech', 'edchat', '5thchat', 'langarts', 'ela', 'engchat', 'langarts', 'ela', 'reading', 'literature']","Memphis, TN",6967,0,0
2021-06-05 09:27:00,"b'We love hearing your feedback so feel free to tweet us @epraiseUK! \xf0\x9f\x93\xb2  To see what other schools are saying, check out @TheEdtechImpact here \xf0\x9f\x91\x89 https://t.co/AGI939QvcB   #feedback #edchat https://t.co/qUZ3xxlBs6'",b'epraiseUK',"['feedback', 'edchat']",Exeter,2034,1,1
2021-06-05 09:08:00,"b'Join us as we discuss this, and more, with a roundtable of expert speakers and our CEO @DanSandhu on 23rd June! Register for free here: https://t.co/r5DK4LNjWT #education #secondaryeducation #festivalofeducation #edtech #edchat #teachers https://t.co/iFJMvyEsPK'",b'SparxLearning',"['education', 'secondaryeducation', 'festivalofeducation', 'edtech', 'edchat', 'teachers']",,70,2,1
2021-06-05 09:00:02,"b""NEW TODAY Cognitive Load Misinformation: An academic from Alberta's attempt to use cognitive load theory to argue against a knowledge-rich curriculum https://t.co/H6UoGF0h6O #aussieED #ukedchat #edchat #education #edreform""",b'greg_ashman',"['aussieED', 'ukedchat', 'edchat', 'education', 'edreform']","Ballarat, Victoria",16820,2,18
2021-06-05 08:55:49,"b""As you look for resources to promote #DEIJ and #ABAR education check out my book, which includes 18 lesson plans based on beautiful children's literature and more! #education #diversity #inclusion #edchat #EdChatEU   https://t.co/Tq7Msfit9O""",b'debrajrader',"['DEIJ', 'ABAR', 'education', 'diversity', 'inclusion', 'edchat', 'EdChatEU']",Italy,211,1,1
2021-06-05 08:52:35,b'Unchain Yourself From Your Desk While in a @nearpod Live Session! #edtech #edchat https://t.co/A6AXdNCCCr',b'eduappsandmore',"['edtech', 'edchat']","Oxford, MS",1782,0,0
2021-06-05 08:49:08,b'New blog post : Adapted a few ideas recently for the programming unit in my computer studies class. Had students co-create the success criteria for it using elements of computational thinking. Some thoughts from the experience.   https://t.co/D1ZRDMcFRG  #edtech #edchat #csed',b'skrish2017',"['edtech', 'edchat', 'csed']","Aberdeen, Scotland",988,0,0
2021-06-05 08:36:36,"b'@mrkempnz @TwitterSpaces @anmowat @HostBrian @watnunu @DigiLin_ @EedhamRasheed @MrsWraithmell @EvoHannan @ginoloko @perfinker Lovely, looking forward to it! \xf0\x9f\x91\x8c\xf0\x9f\x8f\xbc\xe2\x98\xba\xef\xb8\x8f\xf0\x9f\x8e\xaf #EdTech #EDU #Leadership #K12 #edChat #eduTwitter #education #BetterTogether https://t.co/ztXlNfFCTp'",b'TechyLeaderEDU',"['EdTech', 'EDU', 'Leadership', 'K12', 'edChat', 'eduTwitter', 'education', 'BetterTogether']","Amman, Jordan",4469,3,4
2021-06-05 08:32:49,b'Loving my students Picasso inspired self-portraits #edchat #pypchat #artnz https://t.co/AK62dBwDHN',b'SamuelKett',"['edchat', 'pypchat', 'artnz']",Earth,84,0,1
2021-06-05 08:30:00,"b""YESTERDAY'S POST Mundanisation: When old teapots are more interesting than ancient battles https://t.co/lTOoUdvFzA #aussieED #ukedchat #edreform #education #edchat""",b'greg_ashman',"['aussieED', 'ukedchat', 'edreform', 'education', 'edchat']","Ballarat, Victoria",16820,2,2
2021-06-05 08:27:00,"b""Take some time to get students focusing on key words!  Here's today's key word and remember to look out for the scrabble game to go with it!   #ukedchat #science #nqtchat #aqascience #aussieED #edchat #TeamScience #sciencerevision https://t.co/XK3yv0U4MA""",b'teacherchalky1',"['ukedchat', 'science', 'nqtchat', 'aqascience', 'aussieED', 'edchat', 'TeamScience', 'sciencerevision']",,5309,1,2
2021-06-05 08:26:02,"b""We're delighted to now include VotzIn on https://t.co/lXS7wtI42O: https://t.co/mmh1PyO95u #edchat #edtech #HomeSchool #homeschooling #free #school #education #Edinburgh #teaching https://t.co/hJ5WJqsf99""",b'oodlu_tweets',"['edchat', 'edtech', 'HomeSchool', 'homeschooling', 'free', 'school', 'education', 'Edinburgh', 'teaching']",,587,2,0
2021-06-05 08:11:37,"b'As the 2020/2021 academic year winds down, I am wondering   what has been the highlight of year (so far)?  What\xe2\x80\x99s been the most important thing you have you learned? #edchat #pyp #pypchat #STEMed #AppleEDUchat   For me, learning @SwiftPlayground has been really important https://t.co/XcWVhpWEfr'",b'_MiseducatedPod',"['edchat', 'pyp', 'pypchat', 'STEMed', 'AppleEDUchat']",Singapore,166,0,0
2021-06-05 08:09:09,b'\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd for sharing @keran77 @Morrisons have launched Little Library book exchanges working with @OpenUni_RfP #edutwitter #edchat https://t.co/KFx00ebgoE',b'mooby2000',"['edutwitter', 'edchat']","England, United Kingdom",2241,1,3
2021-06-05 08:00:24,b'@mrjuanresendez This is exactly what I resorted to. Evidence being the biggest focus--my students do well in identifying claims and providing reasoning but struggle with providing sufficient evidence which leads to a lack of analysis in their writing. #engchat #edchat',b'MsCin103',"['engchat', 'edchat']",,7,0,1
2021-06-05 08:00:00,"b""NEW TODAY Cognitive Load Misinformation: An academic from Alberta's attempt to use cognitive load theory to argue against a knowledge-rich curriculum https://t.co/H6UoGF0h6O #aussieED #ukedchat #edreform #education #edchat""",b'greg_ashman',"['aussieED', 'ukedchat', 'edreform', 'education', 'edchat']","Ballarat, Victoria",16820,2,4
2021-06-05 07:50:54,b'How to be an AMAZING teacher! #edtech #edchat https://t.co/1vvCiud3Mv',b'eduappsandmore',"['edtech', 'edchat']","Oxford, MS",1782,0,0
2021-06-05 07:44:06,b'\xe2\x95\x9a\xe2\x96\xbahttps://t.co/sGRUXZnvMZ Read a GR8 Book 2Nite! #ASMSG #Edchat #IARTG Read FREE with #KindleUnlimited!',b'profesortbaker',"['ASMSG', 'Edchat', 'IARTG', 'KindleUnlimited']",Santiago de Chile,17582,0,0
2021-06-05 07:30:00,"b""YESTERDAY'S POST Mundanisation: When old teapots are more interesting than ancient battles https://t.co/lTOoUdNgYa #aussieED #edchat #edreform #education #ukedchat""",b'greg_ashman',"['aussieED', 'edchat', 'edreform', 'education', 'ukedchat']","Ballarat, Victoria",16820,0,0
2021-06-05 07:03:14,b'NEW #FreshAirAtFive Pro-D Everywhere - Pay Attention FAAF22 https://t.co/tQ0Uj0vHIR | #edchat #podcastedu',b'EduPodNet',"['FreshAirAtFive', 'edchat', 'podcastedu']",In Your Ears,1741,0,0
2021-06-05 07:03:02,"b""It's true.  #edchat #teaching #teachertwitter #fridayfeeling https://t.co/E7WwYND0Ib""",b'tmclain903',"['edchat', 'teaching', 'teachertwitter', 'fridayfeeling']","Amarillo, TX",1086,0,0
2021-06-05 07:00:00,"b""NEW TODAY Cognitive Load Misinformation: An academic from Alberta's attempt to use cognitive load theory to argue against a knowledge-rich curriculum https://t.co/H6UoGF0h6O #aussieED #edchat #edreform #education #ukedchat""",b'greg_ashman',"['aussieED', 'edchat', 'edreform', 'education', 'ukedchat']","Ballarat, Victoria",16820,0,3
2021-06-05 06:54:59,b'The best teaching resources on the web. https://t.co/5mUPkk1iwi  #edchat #art #teachergram #englishteacher #elearning #onlinelearning #educator #inspiration #stem #covid #tutoring #success #parenting #music #teachingideas #life #technology #language #parents #COVID19',b'TheResourceHub2',"['edchat', 'art', 'teachergram', 'englishteacher', 'elearning', 'onlinelearning', 'educator', 'inspiration', 'stem', 'covid', 'tutoring', 'success', 'parenting', 'music', 'teachingideas', 'life', 'technology', 'language', 'parents', 'COVID19']",,2745,0,0
2021-06-05 06:49:55,b'#coding and #robotics Using @birdbraintech Hummingbird #edtech #edchat https://t.co/25Kg212aM4',b'eduappsandmore',"['coding', 'robotics', 'edtech', 'edchat']","Oxford, MS",1782,0,0
2021-06-05 06:44:00,"b""Why not give modelling it a go when things start to get back to normal.  Here's an example of something I use   #ukedchat #science #nqtchat #aqascience #aussieED #edchat https://t.co/CT4hxrc0JU""",b'teacherchalky1',"['ukedchat', 'science', 'nqtchat', 'aqascience', 'aussieED', 'edchat']",,5309,0,1
2021-06-05 06:40:57,"b""Do not encourage the use of experimental treatment on our children. Ensure informed consent. Study VAERS database and anecdotal, look at the legal precedent and ensure that you're on the right side of history.  #SLTchat #UKedchat #edchat #StarAcademy @StarAcademies https://t.co/qyN41UFLJk""",b'TradeCrypto',"['SLTchat', 'UKedchat', 'edchat', 'StarAcademy']",UK,883,0,1
2021-06-05 06:38:18,b'Just finished reading a great article discussing why students need proper access to classroom technology. Check it out! @EdTech_K12 #EDTC300 #edtech #edchat #edutwitter https://t.co/RrSfXdt5f4',b'KletzelJeron',"['EDTC300', 'edtech', 'edchat', 'edutwitter']","Moose Jaw, SK",33,0,0
2021-06-05 06:30:03,b'Dr Mej\xc3\xada-C\xc3\xa1ceres attended the European Conference on Educational Research and Summer School and wrote an #EERAblog about the diversity of attendees and discussions. #EmergingResearchers #AcademicChatter #EdChat #ECRchat @missangelux https://t.co/TgXKMe2axe',b'ECER_EERA',"['EERAblog', 'EmergingResearchers', 'AcademicChatter', 'EdChat', 'ECRchat']",Berlin,5488,0,1
2021-06-05 06:30:00,"b""YESTERDAY'S POST Mundanisation: When old teapots are more interesting than ancient battles https://t.co/lTOoUdNgYa #ukedchat #edchat #edreform #education #aussieED""",b'greg_ashman',"['ukedchat', 'edchat', 'edreform', 'education', 'aussieED']","Ballarat, Victoria",16820,0,0
2021-06-05 06:27:27,"b'\xe2\x80\x98generally the focus of the academic work is on theorisation of practice for other theorists, rather than on the development of teachers\xe2\x80\x99 practice itself\xe2\x80\x99  Agree: practice review is much more useful \xf0\x9f\x91\x8c\xf0\x9f\x91\x8d  #lthechat #AcademicChatter #edchat #edchatEu #aussieED https://t.co/jCnARQDhMB'",b'VirnaRossi',"['lthechat', 'AcademicChatter', 'edchat', 'edchatEu', 'aussieED']",London/Italy,2377,0,2
2021-06-05 06:24:56,"b'Can you recommend anyone for this job in Oklahoma City, OK? https://t.co/VZsFeqLvVB #IT #edchat'",b'JobsatOSUOKC',"['IT', 'edchat']","Oklahoma City, OK",84,0,0
2021-06-05 06:15:14,b'Keeps your students engaged with #Numberella!    \xf0\x9f\x8c\x8b  #behaviour #connect #edchat #eal #fun #gamification     #giftedstudents  #growth #homeschooling2021 #k12 #learn #math #saturdayfeeling #STEM #student #teacherhugradio @INPrincipals   &gt;&gt;&gt; https://t.co/moYXOcAbwF https://t.co/mGTetmFlur',b'harry_hijack',"['Numberella', 'behaviour', 'connect', 'edchat', 'eal', 'fun', 'gamification', 'giftedstudents', 'growth', 'homeschooling2021', 'k12', 'learn', 'math', 'saturdayfeeling', 'STEM', 'student', 'teacherhugradio']",Probabilium,19,2,0
2021-06-05 06:10:03,b'Make maths fun with #Numberella!  \xf0\x9f\x8d\x87    #classroom #Curriculum #edchat #edutwitter #gamification #giving  #growth #homeschooling2021 #iteachmath #k12 #maths #professional  #saturdayvibes #STEM @MrCaryGC   &gt;&gt;&gt; https://t.co/0UojhvZ79k https://t.co/Nwdd17G65u',b'_TheThief_',"['Numberella', 'classroom', 'Curriculum', 'edchat', 'edutwitter', 'gamification', 'giving', 'growth', 'homeschooling2021', 'iteachmath', 'k12', 'maths', 'professional', 'saturdayvibes', 'STEM']",Unknown,10,0,0
2021-06-05 06:05:10,b'Engage students with #Numberella by making math fun!    \xf0\x9f\x8d\x90  #craftycafe #edchat #eal #enjoy #fun     #giftedstudents  #growth #homeschooling2021 #iste #k12 #math #mathschat #saturdaymotivation #STEM @bpholt   &gt;&gt;&gt; https://t.co/kMWmUef7XH https://t.co/uMleo2xv8U',b'_Miss_A_Go',"['Numberella', 'craftycafe', 'edchat', 'eal', 'enjoy', 'fun', 'giftedstudents', 'growth', 'homeschooling2021', 'iste', 'k12', 'math', 'mathschat', 'saturdaymotivation', 'STEM']",,24,0,0
2021-06-05 06:01:06,"b'Year 3 KS2 recommended reading list of books for school pupils aged 7-8 including books by Adam Blade, Anthony Browne, Tony Bradman, Georgia Pritchett and Adele Geras https://t.co/6uYgHwO2Pz #education #edchat'",b'SchoolReading',"['education', 'edchat']",UK,19799,0,0
